,number,value,datetime_start,datetime_complete,duration,params_agg_modes,params_allow_zero_in_degree,params_alphas,params_atom_featurizer,params_attn_drops,params_batch_size,params_bond_featurizer,params_dropout,params_edge_hidden_feats,params_feat_drops,params_graph_feat_size,params_hidden_feats,params_learning_rate,params_model_name,params_node_out_feats,params_num_heads,params_num_layers,params_optimizer,params_predictor_dropout,params_predictor_out_feats,params_residuals,params_rt_scaler,params_self_loop,params_share_weights,params_total_epochs,state
103,103,,2023-06-22 12:31:58.595051,2023-06-22 12:32:28.845509,0 days 00:00:30.250458,,,,attentive_featurizer,,378.0,attentive_featurizer,,185.0,,,,0.0021216071509791673,MPNN,135.0,,,AdamW,,,,robust,False,,163.0,FAIL
104,104,,2023-06-22 12:32:29.909039,2023-06-22 12:32:59.358984,0 days 00:00:29.449945,,,,attentive_featurizer,,376.0,attentive_featurizer,,180.0,,,,0.0021473750521196593,MPNN,134.0,,,AdamW,,,,robust,False,,163.0,FAIL
105,105,,2023-06-22 12:33:00.327254,2023-06-22 12:33:30.715005,0 days 00:00:30.387751,,,,attentive_featurizer,,376.0,attentive_featurizer,,180.0,,,,0.0019618557067527286,MPNN,134.0,,,AdamW,,,,robust,False,,151.0,FAIL
106,106,,2023-06-22 12:33:31.797011,2023-06-22 12:34:00.398681,0 days 00:00:28.601670,,,,attentive_featurizer,,376.0,attentive_featurizer,,182.0,,,,0.002237844950875262,MPNN,127.0,,,AdamW,,,,robust,False,,161.0,FAIL
107,107,,2023-06-22 12:34:01.537975,2023-06-22 12:34:32.253803,0 days 00:00:30.715828,,,,attentive_featurizer,,365.0,attentive_featurizer,,181.0,,,,0.002216375303795633,MPNN,136.0,,,AdamW,,,,robust,False,,158.0,FAIL
108,108,,2023-06-22 12:34:32.268925,2023-06-22 12:35:02.740637,0 days 00:00:30.471712,,,,attentive_featurizer,,377.0,attentive_featurizer,,184.0,,,,0.0018640708865016095,MPNN,130.0,,,AdamW,,,,robust,False,,160.0,FAIL
109,109,,2023-06-22 12:35:03.849156,2023-06-22 12:35:34.337201,0 days 00:00:30.488045,,,,attentive_featurizer,,376.0,attentive_featurizer,,180.0,,,,0.002196973137040284,MPNN,130.0,,,AdamW,,,,robust,False,,161.0,FAIL
110,110,,2023-06-22 12:35:35.427445,2023-06-22 12:36:04.663807,0 days 00:00:29.236362,,,,attentive_featurizer,,406.0,attentive_featurizer,,177.0,,,,0.0018356436581659116,MPNN,138.0,,,AdamW,,,,robust,False,,157.0,FAIL
111,111,,2023-06-22 12:36:05.767085,2023-06-22 12:36:35.050576,0 days 00:00:29.283491,,,,attentive_featurizer,,375.0,attentive_featurizer,,183.0,,,,0.0017764334913840702,MPNN,131.0,,,AdamW,,,,robust,False,,166.0,FAIL
112,112,,2023-06-22 12:36:36.151017,2023-06-22 12:37:05.788113,0 days 00:00:29.637096,,,,attentive_featurizer,,379.0,attentive_featurizer,,179.0,,,,0.0021192616730347975,MPNN,125.0,,,AdamW,,,,robust,False,,159.0,FAIL
113,113,,2023-06-22 12:37:06.891784,2023-06-22 12:37:36.732062,0 days 00:00:29.840278,,,,attentive_featurizer,,380.0,attentive_featurizer,,180.0,,,,0.0023349054600232443,MPNN,132.0,,,AdamW,,,,robust,False,,157.0,FAIL
114,114,,2023-06-22 12:37:37.681700,2023-06-22 12:38:07.642328,0 days 00:00:29.960628,,,,attentive_featurizer,,378.0,attentive_featurizer,,184.0,,,,0.0025109082791516238,MPNN,129.0,,,AdamW,,,,robust,False,,161.0,FAIL
115,115,,2023-06-22 12:38:08.784657,2023-06-22 12:38:39.621684,0 days 00:00:30.837027,,,,attentive_featurizer,,373.0,attentive_featurizer,,178.0,,,,0.00247436279743886,MPNN,136.0,,,AdamW,,,,robust,False,,158.0,FAIL
116,116,,2023-06-22 12:38:40.708220,2023-06-22 12:39:10.363683,0 days 00:00:29.655463,,,,attentive_featurizer,,375.0,attentive_featurizer,,179.0,,,,0.002142437374797746,MPNN,139.0,,,AdamW,,,,robust,False,,168.0,FAIL
117,117,,2023-06-22 12:39:11.338412,2023-06-22 12:39:41.788725,0 days 00:00:30.450313,,,,attentive_featurizer,,386.0,attentive_featurizer,,181.0,,,,0.002168802336823169,MPNN,137.0,,,AdamW,,,,robust,False,,162.0,FAIL
118,118,,2023-06-22 12:39:42.710151,2023-06-22 12:40:11.677192,0 days 00:00:28.967041,,,,attentive_featurizer,,386.0,attentive_featurizer,,181.0,,,,0.002159516620881522,MPNN,132.0,,,AdamW,,,,robust,False,,158.0,FAIL
119,119,,2023-06-22 12:40:12.809243,2023-06-22 12:40:42.330573,0 days 00:00:29.521330,,,,attentive_featurizer,,374.0,attentive_featurizer,,180.0,,,,0.0022362701304438604,MPNN,134.0,,,AdamW,,,,robust,False,,158.0,FAIL
120,120,,2023-06-22 12:40:43.427497,2023-06-22 12:41:13.020531,0 days 00:00:29.593034,,,,attentive_featurizer,,381.0,attentive_featurizer,,175.0,,,,0.0020809238600256338,MPNN,127.0,,,AdamW,,,,robust,False,,166.0,FAIL
121,121,,2023-06-22 12:41:14.045378,2023-06-22 12:41:44.215516,0 days 00:00:30.170138,,,,attentive_featurizer,,369.0,attentive_featurizer,,176.0,,,,0.0025391896212373474,MPNN,128.0,,,AdamW,,,,robust,False,,163.0,FAIL
122,122,,2023-06-22 12:41:45.293868,2023-06-22 12:42:16.535494,0 days 00:00:31.241626,,,,attentive_featurizer,,395.0,attentive_featurizer,,189.0,,,,0.0026763480744365193,MPNN,128.0,,,AdamW,,,,robust,False,,160.0,FAIL
123,123,,2023-06-22 12:42:17.529992,2023-06-22 12:42:47.995542,0 days 00:00:30.465550,,,,attentive_featurizer,,380.0,attentive_featurizer,,178.0,,,,0.0022325789578394577,MPNN,144.0,,,AdamW,,,,robust,False,,158.0,FAIL
124,124,,2023-06-22 12:42:49.039803,2023-06-22 12:43:18.211955,0 days 00:00:29.172152,,,,attentive_featurizer,,368.0,attentive_featurizer,,194.0,,,,0.002159768700211921,MPNN,133.0,,,AdamW,,,,robust,False,,151.0,FAIL
125,125,,2023-06-22 12:43:19.305192,2023-06-22 12:43:49.229003,0 days 00:00:29.923811,,,,attentive_featurizer,,377.0,attentive_featurizer,,183.0,,,,0.0022008350392616277,MPNN,135.0,,,AdamW,,,,robust,False,,163.0,FAIL
126,126,,2023-06-22 12:43:50.341255,2023-06-22 12:44:19.768607,0 days 00:00:29.427352,,,,attentive_featurizer,,359.0,attentive_featurizer,,188.0,,,,0.0023482296509107943,MPNN,144.0,,,AdamW,,,,robust,False,,157.0,FAIL
127,127,,2023-06-22 12:44:20.860975,2023-06-22 12:44:50.972694,0 days 00:00:30.111719,,,,attentive_featurizer,,384.0,attentive_featurizer,,181.0,,,,0.002362304703704303,MPNN,124.0,,,AdamW,,,,robust,False,,155.0,FAIL
128,128,,2023-06-22 12:44:52.101265,2023-06-22 12:45:21.641803,0 days 00:00:29.540538,,,,attentive_featurizer,,386.0,attentive_featurizer,,181.0,,,,0.002157675210396878,MPNN,129.0,,,AdamW,,,,robust,False,,161.0,FAIL
129,129,,2023-06-22 12:45:22.610101,2023-06-22 12:45:52.871665,0 days 00:00:30.261564,,,,attentive_featurizer,,408.0,attentive_featurizer,,178.0,,,,0.002359024146248051,MPNN,128.0,,,AdamW,,,,robust,False,,161.0,FAIL
130,130,,2023-06-22 12:45:53.984306,2023-06-22 12:46:25.346145,0 days 00:00:31.361839,,,,attentive_featurizer,,377.0,attentive_featurizer,,201.0,,,,0.002083867092232521,MPNN,134.0,,,AdamW,,,,robust,False,,161.0,FAIL
131,131,,2023-06-22 12:46:26.733899,2023-06-22 12:46:56.507278,0 days 00:00:29.773379,,,,attentive_featurizer,,382.0,attentive_featurizer,,180.0,,,,0.002356336438427191,MPNN,131.0,,,AdamW,,,,robust,False,,158.0,FAIL
132,132,,2023-06-22 12:46:57.485069,2023-06-22 12:47:27.604095,0 days 00:00:30.119026,,,,attentive_featurizer,,381.0,attentive_featurizer,,180.0,,,,0.0025639204971347625,MPNN,145.0,,,AdamW,,,,robust,False,,159.0,FAIL
133,133,,2023-06-22 12:47:28.723266,2023-06-22 12:47:58.794263,0 days 00:00:30.070997,,,,attentive_featurizer,,381.0,attentive_featurizer,,179.0,,,,0.0020080816193915286,MPNN,132.0,,,AdamW,,,,robust,False,,160.0,FAIL
134,134,,2023-06-22 12:47:59.891833,2023-06-22 12:48:30.001896,0 days 00:00:30.110063,,,,attentive_featurizer,,359.0,attentive_featurizer,,180.0,,,,0.0023479689289083645,MPNN,144.0,,,AdamW,,,,robust,False,,157.0,FAIL
135,135,,2023-06-22 12:48:31.110842,2023-06-22 12:49:00.718760,0 days 00:00:29.607918,,,,attentive_featurizer,,384.0,attentive_featurizer,,185.0,,,,0.0019985440464227225,MPNN,137.0,,,AdamW,,,,robust,False,,157.0,FAIL
136,136,,2023-06-22 12:49:00.732531,2023-06-22 12:49:31.245276,0 days 00:00:30.512745,,,,attentive_featurizer,,381.0,attentive_featurizer,,180.0,,,,0.0015367012675784652,MPNN,127.0,,,AdamW,,,,robust,False,,159.0,FAIL
137,137,,2023-06-22 12:49:32.269104,2023-06-22 12:50:01.125851,0 days 00:00:28.856747,,,,attentive_featurizer,,364.0,attentive_featurizer,,187.0,,,,0.002354004829589214,MPNN,138.0,,,AdamW,,,,robust,False,,162.0,FAIL
138,138,,2023-06-22 12:50:02.210522,2023-06-22 12:50:33.308913,0 days 00:00:31.098391,,,,attentive_featurizer,,375.0,attentive_featurizer,,183.0,,,,0.0024459719618153864,MPNN,141.0,,,AdamW,,,,robust,False,,156.0,FAIL
139,139,,2023-06-22 12:50:34.424332,2023-06-22 12:51:04.146198,0 days 00:00:29.721866,,,,attentive_featurizer,,379.0,attentive_featurizer,,183.0,,,,0.0022512766887202063,MPNN,135.0,,,AdamW,,,,robust,False,,165.0,FAIL
140,140,,2023-06-22 12:51:04.161351,2023-06-22 12:51:35.186743,0 days 00:00:31.025392,,,,attentive_featurizer,,374.0,attentive_featurizer,,184.0,,,,0.002042566284501755,MPNN,125.0,,,AdamW,,,,robust,False,,158.0,FAIL
141,141,,2023-06-22 12:51:36.316516,2023-06-22 12:52:06.125631,0 days 00:00:29.809115,,,,attentive_featurizer,,381.0,attentive_featurizer,,179.0,,,,0.0018953864845117575,MPNN,127.0,,,AdamW,,,,robust,False,,162.0,FAIL
142,142,,2023-06-22 12:52:07.223511,2023-06-22 12:52:38.552150,0 days 00:00:31.328639,,,,attentive_featurizer,,377.0,attentive_featurizer,,185.0,,,,0.002361993883211572,MPNN,133.0,,,AdamW,,,,robust,False,,164.0,FAIL
143,143,,2023-06-22 12:52:38.565866,2023-06-22 12:53:08.077463,0 days 00:00:29.511597,,,,attentive_featurizer,,388.0,attentive_featurizer,,169.0,,,,0.0023147539684047693,MPNN,129.0,,,AdamW,,,,robust,False,,161.0,FAIL
144,144,,2023-06-22 12:53:09.141624,2023-06-22 12:53:40.146622,0 days 00:00:31.004998,,,,attentive_featurizer,,391.0,attentive_featurizer,,179.0,,,,0.002403937405680583,MPNN,134.0,,,AdamW,,,,robust,False,,160.0,FAIL
145,145,,2023-06-22 12:53:41.151226,2023-06-22 12:54:11.331766,0 days 00:00:30.180540,,,,attentive_featurizer,,364.0,attentive_featurizer,,181.0,,,,0.00291494780641341,MPNN,132.0,,,AdamW,,,,robust,False,,160.0,FAIL
146,146,,2023-06-22 12:54:12.416320,2023-06-22 12:54:42.421941,0 days 00:00:30.005621,,,,attentive_featurizer,,379.0,attentive_featurizer,,180.0,,,,0.002289798429026724,MPNN,136.0,,,AdamW,,,,robust,False,,157.0,FAIL
147,147,,2023-06-22 12:54:43.512551,2023-06-22 12:55:13.832091,0 days 00:00:30.319540,,,,attentive_featurizer,,380.0,attentive_featurizer,,181.0,,,,0.0023286783533596404,MPNN,133.0,,,AdamW,,,,robust,False,,161.0,FAIL
148,148,,2023-06-22 12:55:14.926562,2023-06-22 12:55:43.585526,0 days 00:00:28.658964,,,,attentive_featurizer,,374.0,attentive_featurizer,,172.0,,,,0.0021144832399289178,MPNN,135.0,,,AdamW,,,,robust,False,,159.0,FAIL
149,149,,2023-06-22 12:55:44.568187,2023-06-22 12:56:14.552311,0 days 00:00:29.984124,,,,attentive_featurizer,,371.0,attentive_featurizer,,181.0,,,,0.002154976136102564,MPNN,129.0,,,AdamW,,,,robust,False,,153.0,FAIL
150,150,,2023-06-23 11:19:24.218640,2023-06-23 11:19:54.068500,0 days 00:00:29.849860,,,,attentive_featurizer,,369.0,attentive_featurizer,,175.0,,,,0.0022055577095056724,MPNN,143.0,,,AdamW,,,,robust,False,,162.0,FAIL
151,151,,2023-06-23 11:20:03.285091,2023-06-23 11:20:33.142664,0 days 00:00:29.857573,,,,attentive_featurizer,,386.0,attentive_featurizer,,181.0,,,,0.0017997665814755096,MPNN,128.0,,,AdamW,,,,robust,False,,164.0,FAIL
152,152,,2023-06-23 11:20:44.251040,2023-06-23 11:21:14.058429,0 days 00:00:29.807389,,,,attentive_featurizer,,381.0,attentive_featurizer,,189.0,,,,0.0021079793462576105,MPNN,136.0,,,AdamW,,,,robust,False,,162.0,FAIL
153,153,,2023-06-23 11:21:25.220929,2023-06-23 11:21:55.125897,0 days 00:00:29.904968,,,,attentive_featurizer,,373.0,attentive_featurizer,,186.0,,,,0.002393842237299392,MPNN,144.0,,,AdamW,,,,robust,False,,155.0,FAIL
154,154,,2023-06-23 11:22:06.204851,2023-06-23 11:22:36.488118,0 days 00:00:30.283267,,,,attentive_featurizer,,375.0,attentive_featurizer,,180.0,,,,0.0023397515337360867,MPNN,141.0,,,AdamW,,,,robust,False,,167.0,FAIL
155,155,,2023-06-23 11:22:47.977450,2023-06-23 11:23:18.165883,0 days 00:00:30.188433,,,,attentive_featurizer,,382.0,attentive_featurizer,,188.0,,,,0.0022348650708671897,MPNN,126.0,,,AdamW,,,,robust,False,,165.0,FAIL
156,156,,2023-06-23 11:23:29.282829,2023-06-23 11:23:58.938351,0 days 00:00:29.655522,,,,attentive_featurizer,,390.0,attentive_featurizer,,181.0,,,,0.0019757710139991606,MPNN,136.0,,,AdamW,,,,robust,False,,161.0,FAIL
157,157,,2023-06-23 11:24:10.142442,2023-06-23 11:24:39.957694,0 days 00:00:29.815252,,,,attentive_featurizer,,369.0,attentive_featurizer,,178.0,,,,0.0021172349771016326,MPNN,135.0,,,AdamW,,,,robust,False,,160.0,FAIL
158,158,,2023-06-23 11:24:49.105942,2023-06-23 11:25:18.771708,0 days 00:00:29.665766,,,,attentive_featurizer,,369.0,attentive_featurizer,,176.0,,,,0.0022224320922985064,MPNN,139.0,,,AdamW,,,,robust,False,,150.0,FAIL
159,159,,2023-06-23 11:25:28.011275,2023-06-23 11:25:58.381020,0 days 00:00:30.369745,,,,attentive_featurizer,,384.0,attentive_featurizer,,178.0,,,,0.0024688190690731423,MPNN,135.0,,,AdamW,,,,robust,False,,159.0,FAIL
160,160,,2023-06-23 11:26:09.559413,2023-06-23 11:26:39.531916,0 days 00:00:29.972503,,,,attentive_featurizer,,396.0,attentive_featurizer,,180.0,,,,0.00277047264397437,MPNN,131.0,,,AdamW,,,,robust,False,,160.0,FAIL
161,161,,2023-06-23 11:26:50.725991,2023-06-23 11:27:20.599246,0 days 00:00:29.873255,,,,attentive_featurizer,,362.0,attentive_featurizer,,183.0,,,,0.00214032153616594,MPNN,132.0,,,AdamW,,,,robust,False,,163.0,FAIL
162,162,,2023-06-23 11:27:29.750954,2023-06-23 11:27:59.424826,0 days 00:00:29.673872,,,,attentive_featurizer,,385.0,attentive_featurizer,,180.0,,,,0.002180455422112044,MPNN,135.0,,,AdamW,,,,robust,False,,164.0,FAIL
163,163,,2023-06-23 11:28:10.591017,2023-06-23 11:28:40.666477,0 days 00:00:30.075460,,,,attentive_featurizer,,384.0,attentive_featurizer,,182.0,,,,0.002626499630885297,MPNN,131.0,,,AdamW,,,,robust,False,,167.0,FAIL
164,164,,2023-06-23 11:28:51.790574,2023-06-23 11:29:21.557879,0 days 00:00:29.767305,,,,attentive_featurizer,,379.0,attentive_featurizer,,179.0,,,,0.0019297212009296314,MPNN,137.0,,,AdamW,,,,robust,False,,156.0,FAIL
165,165,,2023-06-23 11:29:32.766970,2023-06-23 11:30:02.618057,0 days 00:00:29.851087,,,,attentive_featurizer,,384.0,attentive_featurizer,,183.0,,,,0.0021729709893188003,MPNN,133.0,,,AdamW,,,,robust,False,,159.0,FAIL
166,166,,2023-06-23 11:30:14.153368,2023-06-23 11:30:44.068015,0 days 00:00:29.914647,,,,attentive_featurizer,,374.0,attentive_featurizer,,181.0,,,,0.0022240789023555392,MPNN,127.0,,,AdamW,,,,robust,False,,158.0,FAIL
167,167,,2023-06-23 11:30:55.180932,2023-06-23 11:31:24.918212,0 days 00:00:29.737280,,,,attentive_featurizer,,391.0,attentive_featurizer,,183.0,,,,0.001973350373528643,MPNN,133.0,,,AdamW,,,,robust,False,,163.0,FAIL
168,168,,2023-06-23 11:31:36.084752,2023-06-23 11:32:05.889196,0 days 00:00:29.804444,,,,attentive_featurizer,,365.0,attentive_featurizer,,182.0,,,,0.0021280588495363366,MPNN,135.0,,,AdamW,,,,robust,False,,148.0,FAIL
169,169,,2023-06-23 11:32:15.079191,2023-06-23 11:32:45.192773,0 days 00:00:30.113582,,,,attentive_featurizer,,379.0,attentive_featurizer,,182.0,,,,0.002351216356950135,MPNN,132.0,,,AdamW,,,,robust,False,,160.0,FAIL
170,170,,2023-06-23 11:32:56.346554,2023-06-23 11:33:26.234308,0 days 00:00:29.887754,,,,attentive_featurizer,,397.0,attentive_featurizer,,186.0,,,,0.0024775960032516094,MPNN,136.0,,,AdamW,,,,robust,False,,164.0,FAIL
171,171,,2023-06-23 11:33:37.348329,2023-06-23 11:34:07.446479,0 days 00:00:30.098150,,,,attentive_featurizer,,373.0,attentive_featurizer,,178.0,,,,0.0022957784707051047,MPNN,132.0,,,AdamW,,,,robust,False,,161.0,FAIL
172,172,,2023-06-23 11:34:18.993063,2023-06-23 11:34:49.119139,0 days 00:00:30.126076,,,,attentive_featurizer,,365.0,attentive_featurizer,,177.0,,,,0.002203816888883522,MPNN,135.0,,,AdamW,,,,robust,False,,154.0,FAIL
173,173,,2023-06-23 11:34:58.277304,2023-06-23 11:35:28.261299,0 days 00:00:29.983995,,,,attentive_featurizer,,392.0,attentive_featurizer,,185.0,,,,0.002168646062868028,MPNN,133.0,,,AdamW,,,,robust,False,,159.0,FAIL
174,174,,2023-06-23 11:35:39.804211,2023-06-23 11:36:09.699168,0 days 00:00:29.894957,,,,attentive_featurizer,,343.0,attentive_featurizer,,189.0,,,,0.002350165222732545,MPNN,134.0,,,AdamW,,,,robust,False,,152.0,FAIL
175,175,,2023-06-23 11:36:18.861230,2023-06-23 11:36:48.771378,0 days 00:00:29.910148,,,,attentive_featurizer,,376.0,attentive_featurizer,,184.0,,,,0.0024431753099021843,MPNN,134.0,,,AdamW,,,,robust,False,,159.0,FAIL
176,176,,2023-06-23 11:36:59.915103,2023-06-23 11:37:29.681330,0 days 00:00:29.766227,,,,attentive_featurizer,,384.0,attentive_featurizer,,182.0,,,,0.002203349495740917,MPNN,134.0,,,AdamW,,,,robust,False,,162.0,FAIL
177,177,,2023-06-23 11:37:40.794057,2023-06-23 11:38:10.734707,0 days 00:00:29.940650,,,,attentive_featurizer,,374.0,attentive_featurizer,,173.0,,,,0.00210733290240457,MPNN,135.0,,,AdamW,,,,robust,False,,164.0,FAIL
178,178,,2023-06-23 11:38:22.271280,2023-06-23 11:38:52.452572,0 days 00:00:30.181292,,,,attentive_featurizer,,378.0,attentive_featurizer,,184.0,,,,0.00207639422489231,MPNN,130.0,,,AdamW,,,,robust,False,,159.0,FAIL
179,179,,2023-06-23 11:39:03.609374,2023-06-23 11:39:33.207703,0 days 00:00:29.598329,,,,attentive_featurizer,,376.0,attentive_featurizer,,175.0,,,,0.002592730193835126,MPNN,134.0,,,AdamW,,,,robust,False,,170.0,FAIL
180,180,,2023-06-23 11:39:44.334429,2023-06-23 11:40:14.218223,0 days 00:00:29.883794,,,,attentive_featurizer,,376.0,attentive_featurizer,,178.0,,,,0.002384424582252221,MPNN,122.0,,,AdamW,,,,robust,False,,160.0,FAIL
181,181,,2023-06-23 11:40:25.427583,2023-06-23 11:40:55.029669,0 days 00:00:29.602086,,,,attentive_featurizer,,377.0,attentive_featurizer,,179.0,,,,0.0020848417355592164,MPNN,146.0,,,AdamW,,,,robust,False,,153.0,FAIL
182,182,,2023-06-23 11:41:06.234186,2023-06-23 11:41:36.121618,0 days 00:00:29.887432,,,,attentive_featurizer,,382.0,attentive_featurizer,,179.0,,,,0.0022670780385853203,MPNN,134.0,,,AdamW,,,,robust,False,,155.0,FAIL
183,183,,2023-06-23 11:41:47.314588,2023-06-23 11:42:17.501495,0 days 00:00:30.186907,,,,attentive_featurizer,,395.0,attentive_featurizer,,189.0,,,,0.002702245180890067,MPNN,135.0,,,AdamW,,,,robust,False,,163.0,FAIL
184,184,,2023-06-23 11:42:28.606450,2023-06-23 11:42:58.585015,0 days 00:00:29.978565,,,,attentive_featurizer,,395.0,attentive_featurizer,,182.0,,,,0.002210194766833008,MPNN,133.0,,,AdamW,,,,robust,False,,158.0,FAIL
185,185,,2023-06-23 11:43:10.103821,2023-06-23 11:43:39.841729,0 days 00:00:29.737908,,,,attentive_featurizer,,378.0,attentive_featurizer,,179.0,,,,0.0020741792071691666,MPNN,135.0,,,AdamW,,,,robust,False,,161.0,FAIL
186,186,,2023-06-23 11:43:51.398798,2023-06-23 11:44:21.539047,0 days 00:00:30.140249,,,,attentive_featurizer,,379.0,attentive_featurizer,,180.0,,,,0.0020711772747906763,MPNN,143.0,,,AdamW,,,,robust,False,,161.0,FAIL
187,187,,2023-06-23 11:44:32.720256,2023-06-23 11:45:02.658159,0 days 00:00:29.937903,,,,attentive_featurizer,,376.0,attentive_featurizer,,181.0,,,,0.0021666994482454015,MPNN,136.0,,,AdamW,,,,robust,False,,157.0,FAIL
188,188,,2023-06-23 11:45:13.896534,2023-06-23 11:45:43.853132,0 days 00:00:29.956598,,,,attentive_featurizer,,379.0,attentive_featurizer,,177.0,,,,0.002134885313541724,MPNN,132.0,,,AdamW,,,,robust,False,,155.0,FAIL
189,189,,2023-06-23 11:45:55.042488,2023-06-23 11:46:24.809555,0 days 00:00:29.767067,,,,attentive_featurizer,,368.0,attentive_featurizer,,180.0,,,,0.0023227461997924258,MPNN,149.0,,,AdamW,,,,robust,False,,161.0,FAIL
190,190,,2023-06-23 11:46:33.970781,2023-06-23 11:47:04.053263,0 days 00:00:30.082482,,,,attentive_featurizer,,381.0,attentive_featurizer,,178.0,,,,0.001858560677313704,MPNN,127.0,,,AdamW,,,,robust,False,,156.0,FAIL
191,191,,2023-06-23 11:47:15.228075,2023-06-23 11:47:44.794733,0 days 00:00:29.566658,,,,attentive_featurizer,,373.0,attentive_featurizer,,183.0,,,,0.0018464824424657515,MPNN,134.0,,,AdamW,,,,robust,False,,160.0,FAIL
192,192,,2023-06-23 11:47:53.948051,2023-06-23 11:48:23.566446,0 days 00:00:29.618395,,,,attentive_featurizer,,371.0,attentive_featurizer,,181.0,,,,0.0020828554947997504,MPNN,128.0,,,AdamW,,,,robust,False,,152.0,FAIL
193,193,,2023-06-23 11:48:32.684097,2023-06-23 11:49:02.554541,0 days 00:00:29.870444,,,,attentive_featurizer,,381.0,attentive_featurizer,,182.0,,,,0.0023871331025199947,MPNN,137.0,,,AdamW,,,,robust,False,,163.0,FAIL
194,194,,2023-06-23 11:49:13.713124,2023-06-23 11:49:43.761175,0 days 00:00:30.048051,,,,attentive_featurizer,,357.0,attentive_featurizer,,182.0,,,,0.0022268252288634638,MPNN,126.0,,,AdamW,,,,robust,False,,160.0,FAIL
195,195,,2023-06-23 11:49:52.915058,2023-06-23 11:50:22.829090,0 days 00:00:29.914032,,,,attentive_featurizer,,378.0,attentive_featurizer,,180.0,,,,0.002320007311596393,MPNN,134.0,,,AdamW,,,,robust,False,,159.0,FAIL
196,196,,2023-06-23 11:50:33.979009,2023-06-23 11:51:04.329136,0 days 00:00:30.350127,,,,attentive_featurizer,,378.0,attentive_featurizer,,179.0,,,,0.0024353622248932064,MPNN,127.0,,,AdamW,,,,robust,False,,160.0,FAIL
197,197,,2023-06-23 11:51:15.524887,2023-06-23 11:51:45.511286,0 days 00:00:29.986399,,,,attentive_featurizer,,391.0,attentive_featurizer,,181.0,,,,0.0022407360455296652,MPNN,133.0,,,AdamW,,,,robust,False,,155.0,FAIL
198,198,,2023-06-23 11:51:56.713320,2023-06-23 11:52:26.645059,0 days 00:00:29.931739,,,,attentive_featurizer,,377.0,attentive_featurizer,,180.0,,,,0.0023315234313688034,MPNN,138.0,,,AdamW,,,,robust,False,,157.0,FAIL
199,199,,2023-06-23 11:52:37.927499,2023-06-23 11:53:07.790897,0 days 00:00:29.863398,,,,attentive_featurizer,,380.0,attentive_featurizer,,168.0,,,,0.0021960033560547132,MPNN,140.0,,,AdamW,,,,robust,False,,159.0,FAIL
200,200,,2023-06-23 11:53:18.962082,2023-06-23 11:53:49.236305,0 days 00:00:30.274223,,,,attentive_featurizer,,385.0,attentive_featurizer,,179.0,,,,0.002194373402453151,MPNN,141.0,,,AdamW,,,,robust,False,,159.0,FAIL
201,201,,2023-06-23 11:54:00.757165,2023-06-23 11:54:30.964333,0 days 00:00:30.207168,,,,attentive_featurizer,,378.0,attentive_featurizer,,179.0,,,,0.0021595328104029375,MPNN,137.0,,,AdamW,,,,robust,False,,154.0,FAIL
202,202,,2023-06-23 11:54:42.523400,2023-06-23 11:55:12.399925,0 days 00:00:29.876525,,,,attentive_featurizer,,386.0,attentive_featurizer,,183.0,,,,0.0017667826678206583,MPNN,129.0,,,AdamW,,,,robust,False,,159.0,FAIL
203,203,,2023-06-23 11:55:23.559281,2023-06-23 11:55:53.463540,0 days 00:00:29.904259,,,,attentive_featurizer,,385.0,attentive_featurizer,,181.0,,,,0.002371558045376324,MPNN,128.0,,,AdamW,,,,robust,False,,155.0,FAIL
204,204,,2023-06-23 11:56:05.039964,2023-06-23 11:56:35.161748,0 days 00:00:30.121784,,,,attentive_featurizer,,379.0,attentive_featurizer,,184.0,,,,0.0023687767182474046,MPNN,137.0,,,AdamW,,,,robust,False,,156.0,FAIL
205,205,,2023-06-23 11:56:46.334880,2023-06-23 11:57:16.352501,0 days 00:00:30.017621,,,,attentive_featurizer,,384.0,attentive_featurizer,,182.0,,,,0.0022928421252317436,MPNN,128.0,,,AdamW,,,,robust,False,,159.0,FAIL
206,206,,2023-06-23 11:57:27.872857,2023-06-23 11:57:57.758066,0 days 00:00:29.885209,,,,attentive_featurizer,,378.0,attentive_featurizer,,181.0,,,,0.0019923569094437736,MPNN,134.0,,,AdamW,,,,robust,False,,162.0,FAIL
207,207,,2023-06-23 11:58:08.916226,2023-06-23 11:58:38.951313,0 days 00:00:30.035087,,,,attentive_featurizer,,394.0,attentive_featurizer,,182.0,,,,0.0024358598855486273,MPNN,131.0,,,AdamW,,,,robust,False,,162.0,FAIL
208,208,,2023-06-23 11:58:50.180161,2023-06-23 11:59:20.120818,0 days 00:00:29.940657,,,,attentive_featurizer,,368.0,attentive_featurizer,,183.0,,,,0.002016423703616774,MPNN,138.0,,,AdamW,,,,robust,False,,158.0,FAIL
209,209,,2023-06-23 11:59:29.492459,2023-06-23 11:59:59.397912,0 days 00:00:29.905453,,,,attentive_featurizer,,377.0,attentive_featurizer,,179.0,,,,0.002249622745220046,MPNN,141.0,,,AdamW,,,,robust,False,,157.0,FAIL
